11,9087,Movie Title : The American President,Release Date : 11/17/1995 (US),Runtime : 1h 54m,"Genres : Comedy,Drama,Romance",Director : Rob Reiner,Original Language : English,"Budget : $107,879,496.00","Introduction : Widowed U.S. president Andrew Shepherd, one of the world's most powerful men, can have anything he wants -- and what he covets most is Sydney Ellen Wade, a Washington lobbyist. But Shepherd's attempts at courting her spark wild rumors and decimate his approval ratings."
12,12110,Movie Title : Dracula: Dead and Loving It,Release Date : 12/22/1995 (US),Runtime : 1h 28m,"Genres : Comedy,Horror,Fantasy","Director, Screenplay : Mel Brooks",Original Language : English,"Budget : $10,772,144.00","Introduction : When a lawyer shows up at the vampire's doorstep, he falls prey to his charms and joins him in his search for fresh blood. Enter Professor Van Helsing, who may be the only one able to vanquish the Count."
13,21032,Movie Title : Balto,Release Date : 12/22/1995 (US),Runtime : 1h 18m,"Genres : Family,Animation,Adventure",Director : Simon Wells,Original Language : English,"Budget : $11,348,324.00","Introduction : An outcast half-wolf risks his life to prevent a deadly epidemic from ravaging Nome, Alaska."
14,10858,Movie Title : Nixon,Release Date : 12/22/1995 (US),Runtime : 3h 12m,"Genres : History,Drama","Director, Screenplay : Oliver Stone",Original Language : English,"Budget : $13,681,765.00",Introduction : A look at President Richard M. Nixon—a man carrying the fate of the world on his shoulders while battling the self-destructive demands from within—spanning his troubled boyhood in California to the shocking Watergate scandal that would end his Presidency.
15,1408,Movie Title : Cutthroat Island,Release Date : 12/22/1995 (US),Runtime : 2h 4m,"Genres : Action,Adventure",Director : Renny Harlin,Original Language : English,"Budget : $10,017,322.00","Introduction : Morgan Adams and her slave, William Shaw, are on a quest to recover the three portions of a treasure map. Unfortunately, the final portion is held by her murderous uncle, Dawg. Her crew is skeptical of her leadership abilities, so she must complete her quest before they mutiny against her. This is made yet more difficult by the efforts of the British crown to end her pirate raids."
16,524,Movie Title : Casino,Release Date : 11/22/1995 (US),Runtime : 2h 59m,"Genres : Crime,Drama","Director, Screenplay : Martin Scorsese",Original Language : English,"Budget : $116,112,375.00","Introduction : In early-1970s Las Vegas, low-level mobster Sam ""Ace"" Rothstein gets tapped by his bosses to head the Tangiers Casino. At first, he's a great success in the job, but over the years, problems with his loose-cannon enforcer Nicky Santoro, his ex-hustler wife Ginger, her con-artist ex Lester Diamond and a handful of corrupt politicians put Sam in ever-increasing danger."
17,4584,Movie Title : Sense and Sensibility,Release Date : 12/13/1995 (US),Runtime : 2h 16m,"Genres : Drama,Romance",Director : Ang Lee,Original Language : English,"Budget : $134,582,776.00","Introduction : Rich Mr. Dashwood dies, leaving his second wife and her daughters poor by the rules of inheritance. Two daughters are the titular opposites."
18,5,Movie Title : Four Rooms,Release Date : 12/25/1995 (US),Runtime : 1h 38m,"Genres : Crime,Comedy","Director, Writer : Allison Anders",Original Language : English,"Budget : $4,257,354.00",Introduction : It's Ted the Bellhop's first night on the job...and the hotel's very unusual guests are about to place him in some outrageous predicaments. It seems that this evening's room service is serving up one unbelievable happening after another.
19,9273,Movie Title : Ace Ventura: When Nature Calls,Release Date : 11/10/1995 (US),Runtime : 1h 30m,"Genres : Crime,Comedy,Adventure","Director, Screenplay : Steve Oedekerk",Original Language : English,"Budget : $212,385,533.00","Introduction : Summoned from an ashram in Tibet, Ace finds himself on a perilous journey into the jungles of Africa to find Shikaka, the missing sacred animal of the friendly Wachati tribe. He must accomplish this before the wedding of the Wachati's Princess to the prince of the warrior Wachootoos. If Ace fails, the result will be a vicious tribal war."
20,11517,Movie Title : Money Train,Release Date : 11/21/1995 (US),Runtime : 1h 50m,"Genres : Action,Comedy,Crime",Director : Joseph Ruben,Original Language : English,"Budget : $77,224,232.00","Introduction : When a vengeful New York transit cop decides to steal a trainload of subway fares, his foster brother—a fellow cop—tries to protect him."
21,8012,Movie Title : Get Shorty,Release Date : 10/20/1995 (US),Runtime : 1h 45m,"Genres : Comedy,Thriller,Crime",Director : Barry Sonnenfeld,Original Language : English,"Budget : $115,101,622.00","Introduction : Chili Palmer is a Miami mobster who gets sent by his boss, the psychopathic ""Bones"" Barboni, to collect a bad debt from Harry Zimm, a Hollywood producer who specializes in cheesy horror films. When Chili meets Harry's leading lady, the romantic sparks fly. After pitching his own life story as a movie idea, Chili learns that being a mobster and being a Hollywood producer really aren't all that different."
22,1710,Movie Title : Copycat,Release Date : 10/27/1995 (US),Runtime : 2h 4m,"Genres : Thriller,Crime",Director : Jon Amiel,Original Language : English,"Budget : $32,000,000.00",Introduction : An agoraphobic psychologist and a female detective must work together to take down a serial killer who copies serial killers from the past.
23,9691,Movie Title : Assassins,Release Date : 10/26/1995 (BR),Runtime : 2h 12m,"Genres : Action,Adventure,Crime,Thriller","Author, Screenplay : Lilly Wachowski",Original Language : English,"Budget : $30,303,072.00","Introduction : Assassin Robert Rath arrives at a funeral to kill a prominent mobster, only to witness a rival hired gun complete the job for him -- with grisly results. Horrified by the murder of innocent bystanders, Rath decides to take one last job and then return to civilian life. But finding his way out of the world of contract killing grows ever more dangerous as Rath falls for his female target and becomes a marked man himself."
24,12665,Movie Title : Powder,Release Date : 10/27/1995 (US),Runtime : 1h 51m,"Genres : Drama,Fantasy,ScienceFiction,Thriller","Director, Screenplay : Victor Salva",Original Language : English,Budget : -,"Introduction : Harassed by classmates who won't accept his shocking appearance, a shy young man known as ""Powder"" struggles to fit in. But the cruel taunts stop when Powder displays a mysterious power that allows him to do incredible things. This phenomenon changes the lives of all those around him in ways they never could have imagined."
25,451,Movie Title : Leaving Las Vegas,Release Date : 10/27/1995 (US),Runtime : 1h 51m,"Genres : Drama,Romance","Director, Screenplay : Mike Figgis",Original Language : English,"Budget : $49,800,000.00","Introduction : Ben Sanderson, an alcoholic Hollywood screenwriter who lost everything because of his drinking, arrives in Las Vegas to drink himself to death. There, he meets and forms an uneasy friendship and non-interference pact with prostitute Sera."
26,16420,Movie Title : Othello,Release Date : 12/15/1995 (US),Runtime : 2h 3m,Genres : Drama,Director : Oliver Parker,Original Language : English,Budget : -,Introduction : The evil Iago pretends to be friend of Othello in order to manipulate him to serve his own end in the film version of this Shakespeare classic.
27,9263,Movie Title : Now and Then,Release Date : 10/20/1995 (US),Runtime : 1h 40m,"Genres : Comedy,Drama,Romance",Director : Lesli Linka Glatter,Original Language : English,"Budget : $27,400,000.00","Introduction : Waxing nostalgic about the bittersweet passage from childhood to puberty in this tender coming-of-age tale, four childhood girlfriends -- Teeny, Chrissy, Samantha and Roberta -- recall the magical summer of 1970. During their walk down memory lane, they reconcile experiences with boys, secrets, bullies and more."
28,17015,Movie Title : Persuasion,Release Date : 09/27/1995 (US),Runtime : 1h 44m,"Genres : Drama,Romance",Director : Roger Michell,Original Language : English,Budget : -,"Introduction : This film adaptation of Jane Austen's last novel follows Anne Elliot, the daughter of a financially troubled aristocratic family, who is persuaded to break her engagement to Frederick Wentworth, a young sea captain of meager means. Years later, money troubles force Anne's father to rent out the family estate to Admiral Croft, and Anne is again thrown into company with Frederick -- who is now rich, successful and perhaps still in love with Anne."
29,902,Movie Title : The City of Lost Children,Release Date : 12/15/1995 (US),Runtime : 1h 48m,"Genres : Fantasy,ScienceFiction,Adventure","Director, Screenplay : Jean-Pierre Jeunet",Original Language :  ,"Budget : 18,000,000.00","Introduction : A scientist in a surrealist society kidnaps children to steal their dreams, hoping that they slow his aging process."
30,37557,Movie Title : Shanghai Triad,Release Date : 12/22/1995 (US),Runtime : 1h 48m,"Genres : Drama,Crime",Director : Zhang Yimou,Original Language :  ,"Budget : 2,300,000.00","Introduction : Shanghai, China, 1930. When young Shuisheng arrives from the countryside, his uncle Liushu puts him at the service of Bijou, the mistress of Laoda, supreme boss of the Tang Triad, constantly threatened by his enemies, both those he knows and those lurking in the shadows."
31,9909,Movie Title : Dangerous Minds,Release Date : 08/11/1995 (US),Runtime : 1h 39m,Genres : Drama,Director : John N. Smith,Original Language : English,"Budget : $179,519,401.00","Introduction : Former Marine Louanne Johnson lands a gig teaching in a pilot program for bright but underachieving teens at a notorious inner-city high school. After having a terrible first day, she decides she must throw decorum to the wind. When Johnson returns to the classroom, she does so armed with a no-nonsense attitude informed by her military training and a fearless determination to better the lives of her students -- no matter what the cost."
32,63,Movie Title : Twelve Monkeys,Release Date : 01/05/1996 (US),Runtime : 2h 9m,"Genres : ScienceFiction,Thriller,Mystery",Director : Terry Gilliam,Original Language : English,"Budget : $168,841,459.00","Introduction : In the year 2035, convict James Cole reluctantly volunteers to be sent back in time to discover the origin of a deadly virus that wiped out nearly all of the earth's population and forced the survivors into underground communities. But when Cole is mistakenly sent to 1990 instead of 1996, he's arrested and locked up in a mental hospital. There he meets psychiatrist Dr. Kathryn Railly, and patient Jeffrey Goines, the son of a famous virus expert, who may hold the key to the mysterious rogue group, the Army of the 12 Monkeys, thought to be responsible for unleashing the killer disease."
33,78802,Movie Title : Wings of Courage,Release Date : 09/18/1996 (FR),Runtime : 50m,"Genres : Romance,Adventure","Director, Screenplay : Jean-Jacques Annaud",Original Language :  ,Budget : ,"Introduction : In 1920's South America a small group of Americans struggle to prove they can offer a reliable airmail service over the Andes. When one of the young pilots crashes on such a flight he has to try and get back to civilization on foot. Back home, his wife and colleagues start to fear the worst."
34,9598,Movie Title : Babe,Release Date : 12/14/1995 (AU),Runtime : 1h 31m,"Genres : Fantasy,Drama,Comedy,Family","Director, Screenplay : Chris Noonan",Original Language : English,"Budget : $254,134,910.00","Introduction : Babe is a little pig who doesn't quite know his place in the world. With a bunch of odd friends, like Ferdinand the duck who thinks he is a rooster and Fly the dog he calls mum, Babe realises that he has the makings to become the greatest sheep pig of all time, and Farmer Hogget knows it. With the help of the sheep dogs, Babe learns that a pig can be anything that he wants to be."
35,-939,Movie Title : Carrington,Release Date : 1995,Runtime : -,"Genres : Drama,Romance",Director : -,Original Language : -,Budget : -,Introduction : -
36,687,Movie Title : Dead Man Walking,Release Date : 01/02/1996 (US),Runtime : 2h 2m,Genres : Drama,"Director, Screenplay : Tim Robbins",Original Language : English,"Budget : $39,363,635.00","Introduction : A justice drama based on a true story about a man on death row who, in his last days, forms a strong relationship with a nun who teaches him forgiveness and gives him spirituality, as she accompanies him to his execution."
37,-938,Movie Title : Across the Sea of Time,Release Date : 1995,Runtime : -,Genres : Documentary,Director : -,Original Language : -,Budget : -,Introduction : -
38,33689,Movie Title : It Takes Two,Release Date : 11/17/1995 (US),Runtime : 1h 41m,"Genres : Comedy,Family,Romance",Director : Andy Tennant,Original Language : English,"Budget : $19,474,589.00","Introduction : Identical 9-year-olds from very different backgrounds: orphaned Amanda and wealthy Alyssa meet at summer camp and decide to switch places -- and play matchmaker between Alyssa's dad, Roger, and the kind social worker who cares for Amanda."
39,9603,Movie Title : Clueless,Release Date : 07/19/1995 (US),Runtime : 1h 37m,"Genres : Comedy,Romance","Director, Screenplay : Amy Heckerling",Original Language : English,"Budget : $56,631,572.00","Introduction : Shallow, rich and socially successful Cher is at the top of her Beverly Hills high school's pecking scale. Seeing herself as a matchmaker, Cher first coaxes two teachers into dating each other. Emboldened by her success, she decides to give hopelessly klutzy new student Tai a makeover. When Tai becomes more popular than she is, Cher realizes that her disapproving ex-stepbrother was right about how misguided she was -- and falls for him."
40,34615,"Movie Title : Cry, the Beloved Country",Release Date : 12/15/1995 (US),Runtime : 1h 46m,Genres : Drama,Director : Darrell James Roodt,Original Language : English,"Budget : $676,525.00",Introduction : A South-African preacher goes to search for his wayward son who has committed a crime in the big city.
41,31174,Movie Title : Richard III,Release Date : 12/29/1995 (US),Runtime : 1h 44m,"Genres : Drama,War","Director, Screenplay : Richard Loncraine",Original Language : English,"Budget : $2,748,518.00","Introduction : A murderous lust for the British throne sees Richard III descend into madness. Though the setting is transposed to the 1930s, England is torn by civil war, split between the rivaling houses of York and Lancaster. Richard aspires to a fascist dictatorship, but must first remove the obstacles to his ascension—among them his brother, his nephews and his brother's wife. When the Duke of Buckingham deserts him, Richard's plans are compromised."
42,11443,Movie Title : Dead Presidents,Release Date : 10/06/1995 (US),Runtime : 1h 59m,"Genres : Action,Drama,Crime","Director, Writer : Allen Hughes",Original Language : English,"Budget : $24,147,179.00",Introduction : On the streets they call cash dead presidents. And that's just what a Vietnam veteran is after when he returns home from the war only to find himself drawn into a life of crime. With the aid of his fellow vets he plans the ultimate heist -- a daring robbery of an armored car filled with unmarked U.S. currency!
43,35196,Movie Title : Restoration,Release Date : 12/29/1995 (US),Runtime : 1h 57m,"Genres : Drama,Romance",Director : Michael Hoffman,Original Language : English,Budget : -,"Introduction : An aspiring young physician, Robert Merivel found himself in the service of King Charles II and saves the life of someone close to the King. Merivel joins the King's court and lives the high life provided to someone of his position. Merivel is ordered to marry his King's mistress in order to divert the queens suspicions. He is given one order by the king and that is not to fall in love. The situation worsens when Merivel finds himself in love with his new wife. Eventually, the King finds out and relieves Merivel of his position and wealth. His fall from grace leaves Merivel where he first started. And through his travels and reunions with an old friend, he rediscovers his love for true medicine and what it really means to be a physician."
44,9312,Movie Title : Mortal Kombat,Release Date : 08/18/1995 (US),Runtime : 1h 41m,"Genres : Action,Fantasy",Director : Paul W. S. Anderson,Original Language : English,"Budget : $122,195,920.00","Introduction : For nine generations an evil sorcerer has been victorious in hand-to-hand battle against his mortal enemies. If he wins a tenth Mortal Kombat tournament, desolation and evil will reign over the multiverse forever. To save Earth, three warriors must overcome seemingly insurmountable odds, their own inner demons, and superhuman foes in this action/adventure movie based on one of the most popular video games of all time."
45,577,Movie Title : To Die For,Release Date : 09/27/1995 (US),Runtime : 1h 46m,"Genres : Drama,Comedy,Crime",Director : Gus Van Sant,Original Language : English,"Budget : $21,284,514.00","Introduction : Suzanne Stone wants to be a world-famous news anchor and she is willing to do anything to get what she wants. What she lacks in intelligence, she makes up for in cold determination and diabolical wiles. As she pursues her goal with relentless focus, she is forced to destroy anything and anyone that may stand in her way, regardless of the ultimate cost or means necessary."
46,11861,Movie Title : How to Make an American Quilt,Release Date : 10/06/1995 (US),Runtime : 1h 56m,"Genres : Drama,Romance",Director : Jocelyn Moorhouse,Original Language : English,"Budget : $41,200,020.00","Introduction : Soon-to-be-wed graduate student Finn Dodd develops cold feet when she suspects her fiancé is cheating on her. In order to clear her head, Finn visits her grandmother, Hy, and great aunt, Glady Joe Cleary, in Grasse, Calif. There, Finn learns that Hy and Glady Joe are members of a group of passionate quilters, and over the course of her visit she is regaled with tales of love and life by women who have collected rich experiences and much wisdom."
47,807,Movie Title : Se7en,Release Date : 09/22/1995 (US),Runtime : 2h 7m,"Genres : Crime,Mystery,Thriller",Director : David Fincher,Original Language : English,"Budget : $327,311,859.00","Introduction : Two homicide detectives are on a desperate hunt for a serial killer whose crimes are based on the ""seven deadly sins"" in this dark and haunting film that takes viewers from the tortured remains of one victim to the next. The seasoned Det. Sommerset researches each sin in an effort to get inside the killer's mind, while his novice partner, Mills, scoffs at his efforts to unravel the case."
48,10530,Movie Title : Pocahontas,Release Date : 06/23/1995 (US),Runtime : 1h 25m,"Genres : Adventure,Animation,Family,Romance",Director : Mike Gabriel,Original Language : English,"Budget : $346,079,773.00","Introduction : Pocahontas, daughter of a Native American tribe chief, falls in love with an English soldier as colonists invade 17th century Virginia."
49,8391,Movie Title : When Night Is Falling,Release Date : 05/05/1995 (US),Runtime : 1h 36m,"Genres : Drama,Romance","Director, Screenplay : Patricia Rozema",Original Language : English,Budget : -,"Introduction : A prudish woman working on tenure as a literacy professor at a large urban university finds herself attracted to a free-spirited, liberal woman who works at a local carnival."
50,629,Movie Title : The Usual Suspects,Release Date : 09/15/1995 (US),Runtime : 1h 46m,"Genres : Drama,Crime,Thriller",Director : Bryan Singer,Original Language : English,"Budget : $23,341,568.00","Introduction : Held in an L.A. interrogation room, Verbal Kint attempts to convince the feds that a mythic crime lord, Keyser Soze, not only exists, but was also responsible for drawing him and his four partners into a multi-million dollar heist that ended with an explosion in San Pedro harbor – leaving few survivors. Verbal lures his interrogators with an incredible story of the crime lord's almost supernatural prowess."
51,-937,Movie Title : Guardian Angel,Release Date : 1994,Runtime : -,"Genres : Action,Drama,Thriller",Director : -,Original Language : -,Budget : -,Introduction : -
52,11448,Movie Title : Mighty Aphrodite,Release Date : 09/13/1995 (US),Runtime : 1h 35m,"Genres : Comedy,Romance","Director, Screenplay : Woody Allen",Original Language : English,"Budget : $6,700,000.00","Introduction : When Lenny and his wife, Amanda, adopt a baby, Lenny realizes that his son is a genius and becomes obsessed with finding the boy's biological mother in hopes that she will be brilliant too. But when he learns that Max's mother is Linda Ash, a kindhearted prostitute and porn star, Lenny is determined to reform her immoral lifestyle. A Greek chorus chimes in to relate the plot to Greek mythology in this quirky comedy."
53,49133,Movie Title : Lamerica,Release Date : 01/01/1994 (US),Runtime : 1h 56m,Genres : Drama,"Director, Screenplay : Gianni Amelio",Original Language : Italian,Budget : -,"Introduction : Fiore, an Italian conman, arrives in post Communist Albania with Gino, his young apprentice, to set up a shoe factory that will never open. The con requires a native Albanian, so they designate Spiro, an impoverished and confused former political prisoner as chairman of the board. When Fiore returns to Italy to get government funds for the project, Spiro unexpectedly disappears and Gino sets out on a journey to find him. The search leads him to discover Spiro's tragic personal history and witness Albanian poverty firsthand."
54,26441,Movie Title : The Big Green,Release Date : 09/29/1995 (US),Runtime : 1h 40m,"Genres : Action,Adventure,Comedy,Family","Director, Writer : Holly Goldberg Sloan",Original Language : English,Budget : -,"Introduction : In a depressed Texas town, British foreign exchange teacher Anna attempts to inject some life into her hopeless kids by introducing them to soccer. They're terrible at first, but Anna and her football-hero assistant whip them into shape. As they work overtime, the pair help kids build their self-esteem and also get involved in solving family squabbles."
55,97406,Movie Title : Georgia,Release Date : 09/30/1995 (US),Runtime : 1h 55m,Genres : Drama,Director : Ulu Grosbard,Original Language : English,Budget : -,"Introduction : Sadie looks up to her older sister Georgia, a successful folk singer who's happily married with children, but can't break out of the bar-band circuit and hit the big time she desperately covets. It's in part due to her attraction to drugs and booze, and also to her own unwise choice in men. Finally, though, Sadie's Achilles heel is a rough, unlovely voice very different than her sister's crowd-pleasing singing."
56,-936,Movie Title : Kids of the Round Table,Release Date : 1995,Runtime : -,"Genres : Adventure,Children's,Fantasy",Director : -,Original Language : -,Budget : -,Introduction : -
57,9089,Movie Title : Home for the Holidays,Release Date : 11/02/1995 (US),Runtime : 1h 43m,"Genres : Comedy,Drama,Romance",Director : Jodie Foster,Original Language : English,"Budget : $17,519,169.00","Introduction : After losing her job, making out with her soon to be ex-boss, and finding out that her daughter plans to spend Thanksgiving with her boyfriend, Claudia Larson has to face spending the holiday with her family. She wonders if she can survive their crazy antics."
58,11010,Movie Title : The Postman,Release Date : 10/28/1995 (FR),Runtime : 1h 48m,"Genres : Comedy,Drama,Romance","Director, Screenplay : Michael Radford",Original Language :  ,Budget : ,Introduction : Simple Italian postman learns to love poetry while delivering mail to a famous poet; he uses this to woo local beauty Beatrice.
59,-935,"Movie Title : Confessional, The (Le Confessionnal)",Release Date : 1995,Runtime : -,"Genres : Drama,Mystery",Director : -,Original Language : -,Budget : -,Introduction : -
60,11359,Movie Title : The Indian in the Cupboard,Release Date : 07/14/1995 (US),Runtime : 1h 36m,"Genres : Adventure,Family,Fantasy",Director : Frank Oz,Original Language : English,Budget : -,Introduction : A nine-year-old boy gets a plastic Indian and a cupboard for his birthday and finds himself involved in adventure when the Indian comes to life and befriends him.
61,17182,Movie Title : Eye for an Eye,Release Date : 01/12/1996 (US),Runtime : 1h 41m,"Genres : Thriller,Crime",Director : John Schlesinger,Original Language : English,"Budget : $26,877,589.00","Introduction : It's fire and brimstone time as grieving mother Karen McCann takes justice into her own hands when a kangaroo court in Los Angeles fails to convict Robert Doob, the monster who raped and murdered her 17-year-old daughter."
62,2054,Movie Title : Mr. Holland's Opus,Release Date : 12/29/1995 (US),Runtime : 2h 17m,"Genres : Drama,Music,Family",Director : Stephen Herek,Original Language : English,"Budget : $106,269,971.00","Introduction : In 1965, passionate musician Glenn Holland takes a day job as a high school music teacher, convinced it's just a small obstacle on the road to his true calling: writing a historic opus. As the decades roll by with the composition unwritten but generations of students inspired through his teaching, Holland must redefine his life's purpose."
63,10607,Movie Title : Don't Be a Menace to South Central While Drinking Your Juice in the Hood,Release Date : 01/12/1996 (US),Runtime : 1h 29m,Genres : Comedy,Director : Paris Barclay,Original Language : English,"Budget : $20,109,115.00","Introduction : When Ashtray (Shawn Wayans) moves to South Central L.A. to live with his father (who appears to be the same age he is) and grandmother (who likes to talk tough and smoke reefer), he falls in with his gang-banging cousin Loc Dog (Marlon Wayans), who along with the requisite pistols and Uzi carries a thermo-nuclear warhead for self-defense. Will Ashtray be able to keep living the straight life?"
64,19760,Movie Title : Two If by Sea,Release Date : 01/12/1996 (US),Runtime : 1h 36m,"Genres : Comedy,Romance","Story, Writer : Mike Armstrong",Original Language : English,"Budget : $10,658,278.00","Introduction : Frank O'Brien, a petty thief, and his 7-year-long girlfriend Roz want to put an end to their unsteady lifestyle and just do that last job, which involves stealing a valuable painting. Frank takes Roz to an island on the coast of New England, where he wants to sell the painting and also hopes that their sagging relationship will get a positive push back up. Not everything goes as planned."
65,9536,Movie Title : Bio-Dome,Release Date : 01/12/1996 (US),Runtime : 1h 35m,Genres : Comedy,Author : Mitchell Peck,Original Language : English,"Budget : $13,400,000.00","Introduction : Bud and Doyle are two losers who are doing nothing with their lives. Both of their girlfriends are actively involved in saving the environment, but the two friends couldn't care less about saving the Earth. One day, when a group of scientists begin a mission to live inside a ""Bio-Dome"" for a year without outside contact, Bud and Doyle mistakenly become part of the project themselves."
66,11525,Movie Title : Lawnmower Man 2: Beyond Cyberspace,Release Date : 01/12/1996 (US),Runtime : 1h 32m,Genres : ScienceFiction,"Director, Screenplay, Story, Writer : Farhad Mann",Original Language : English,"Budget : $2,409,225.00","Introduction : Jobe is resuscitated by Jonathan Walker. He wants Jobe to create a special computer chip that would connect all the computers in the world into one network, which Walker would control and use. But what Walker doesn't realize is a group of teenage hackers are on to him and out to stop his plan."
67,-934,Movie Title : Two Bits,Release Date : 1995,Runtime : -,Genres : Drama,Director : -,Original Language : -,Budget : -,Introduction : -
68,4482,Movie Title : French Twist,Release Date : 02/08/1995 (FR),Runtime : 1h 35m,"Genres : Comedy,Romance","Director, Writer : Josiane Balasko",Original Language :  ,Budget : ,"Introduction : After learning of her husband's infidelities, a housewife invites an itinerant lesbian to move in with them. None of their lives will ever be the same again."
69,10634,Movie Title : Friday,Release Date : 04/26/1995 (US),Runtime : 1h 31m,Genres : Comedy,Author : Ice Cube,Original Language : English,"Budget : $28,215,918.00","Introduction : Craig and Smokey are two guys in Los Angeles hanging out on their porch on a Friday afternoon, smoking and drinking, looking for something to do."
70,755,Movie Title : From Dusk Till Dawn,Release Date : 01/19/1996 (US),Runtime : 1h 48m,"Genres : Horror,Action,Thriller,Crime",Director : Robert Rodriguez,Original Language : English,"Budget : $25,836,616.00","Introduction : Seth Gecko and his younger brother Richard are on the run after a bloody bank robbery in Texas. They escape across the border into Mexico and will be home-free the next morning, when they pay off the local kingpin. They just have to survive 'from dusk till dawn' at the rendezvous point, which turns out to be a Hell of a strip joint."
71,11859,Movie Title : Fair Game,Release Date : 11/03/1995 (US),Runtime : 1h 31m,"Genres : Action,Thriller,Romance",Director : Andrew Sipes,Original Language : English,"Budget : $11,534,477.00","Introduction : Max Kirkpatrick is a cop who protects Kate McQuean, a civil law attorney, from a renegade KGB team out to terminate her"
